type,value,timestamp
c,159,2024-11-11 11:13:12
b,8,2024-11-11 11:13:13
a,41,2024-11-11 11:13:14
c,204,2024-11-11 11:13:15
c,298,2024-11-11 11:13:16
b,9,2024-11-11 11:13:17
c,276,2024-11-11 11:13:18
c,281,2024-11-11 11:13:19
c,124,2024-11-11 11:13:20
c,106,2024-11-11 11:13:21
c,228,2024-11-11 11:13:22
c,163,2024-11-11 11:13:23
c,138,2024-11-11 11:13:24
c,199,2024-11-11 11:13:25
a,136,2024-11-11 11:13:26
c,171,2024-11-11 11:13:27
c,228,2024-11-11 11:13:28
c,161,2024-11-11 11:13:29
b,2,2024-11-11 11:13:30
b,9,2024-11-11 11:13:31
c,232,2024-11-11 11:13:32
c,265,2024-11-11 11:13:33
c,165,2024-11-11 11:13:34
c,264,2024-11-11 11:13:35
b,1,2024-11-11 11:13:36
c,158,2024-11-11 11:13:37
c,231,2024-11-11 11:13:38
c,288,2024-11-11 11:13:39
c,296,2024-11-11 11:13:40
c,238,2024-11-11 11:13:41
c,205,2024-11-11 11:13:42
c,159,2024-11-11 11:13:43
c,217,2024-11-11 11:13:44
c,149,2024-11-11 11:13:45
c,249,2024-11-11 11:13:46
c,101,2024-11-11 11:13:47
a,37,2024-11-11 11:13:48
c,122,2024-11-11 11:13:49
c,250,2024-11-11 11:13:50
a,72,2024-11-11 11:13:51
b,8,2024-11-11 11:13:52
c,199,2024-11-11 11:13:53
c,277,2024-11-11 11:13:54
c,238,2024-11-11 11:13:55
c,291,2024-11-11 11:13:56
b,6,2024-11-11 11:13:57
c,153,2024-11-11 11:13:58
c,136,2024-11-11 11:13:59
c,196,2024-11-11 11:14:00
c,162,2024-11-11 11:14:01
c,300,2024-11-11 11:14:02
c,139,2024-11-11 11:14:03
c,237,2024-11-11 11:14:04
a,47,2024-11-11 11:14:05
a,136,2024-11-11 11:14:06
c,194,2024-11-11 11:14:07
c,209,2024-11-11 11:14:08
c,105,2024-11-11 11:14:09
c,286,2024-11-11 11:14:10
b,3,2024-11-11 11:14:11
c,187,2024-11-11 11:14:12
c,117,2024-11-11 11:14:13
c,239,2024-11-11 11:14:14
b,9,2024-11-11 11:14:15
c,213,2024-11-11 11:14:16
c,203,2024-11-11 11:14:17
a,57,2024-11-11 11:14:18
c,149,2024-11-11 11:14:19
c,181,2024-11-11 11:14:20
c,277,2024-11-11 11:14:21
c,300,2024-11-11 11:14:22
c,207,2024-11-11 11:14:23
c,244,2024-11-11 11:14:24
c,278,2024-11-11 11:14:25
c,107,2024-11-11 11:14:26
c,295,2024-11-11 11:14:27
c,186,2024-11-11 11:14:28
c,145,2024-11-11 11:14:29
a,148,2024-11-11 11:14:30
c,202,2024-11-11 11:14:31
b,4,2024-11-11 11:14:32
c,265,2024-11-11 11:14:33
c,224,2024-11-11 11:14:34
c,265,2024-11-11 11:14:35
c,219,2024-11-11 11:14:36
c,157,2024-11-11 11:14:37
c,221,2024-11-11 11:14:38
c,202,2024-11-11 11:14:39
c,129,2024-11-11 11:14:40
b,3,2024-11-11 11:14:41
b,5,2024-11-11 11:14:42
c,217,2024-11-11 11:14:43
c,190,2024-11-11 11:14:44
c,107,2024-11-11 11:14:45
c,208,2024-11-11 11:14:46
c,247,2024-11-11 11:14:47
c,234,2024-11-11 11:14:48
c,272,2024-11-11 11:14:49
c,213,2024-11-11 11:14:50
c,253,2024-11-11 11:14:51
b,5,2024-11-11 11:14:52
c,192,2024-11-11 11:14:53
c,138,2024-11-11 11:14:54
a,42,2024-11-11 11:14:55
a,103,2024-11-11 11:14:56
c,218,2024-11-11 11:14:57
c,262,2024-11-11 11:14:58
a,95,2024-11-11 11:14:59
c,233,2024-11-11 11:15:00
c,190,2024-11-11 11:15:01
c,261,2024-11-11 11:15:02
b,10,2024-11-11 11:15:03
b,6,2024-11-11 11:15:04
c,178,2024-11-11 11:15:05
b,5,2024-11-11 11:15:06
c,246,2024-11-11 11:15:07
c,251,2024-11-11 11:15:08
c,124,2024-11-11 11:15:09
c,175,2024-11-11 11:15:10
c,160,2024-11-11 11:15:11
c,280,2024-11-11 11:15:12
c,132,2024-11-11 11:15:13
c,178,2024-11-11 11:15:14
c,218,2024-11-11 11:15:15
c,165,2024-11-11 11:15:16
c,255,2024-11-11 11:15:17
c,297,2024-11-11 11:15:18
c,236,2024-11-11 11:15:19
c,158,2024-11-11 11:15:20
c,179,2024-11-11 11:15:21
a,16,2024-11-11 11:15:22
c,251,2024-11-11 11:15:23
b,1,2024-11-11 11:15:24
c,284,2024-11-11 11:15:25
a,137,2024-11-11 11:15:26
c,239,2024-11-11 11:15:27
c,167,2024-11-11 11:15:28
c,102,2024-11-11 11:15:29
c,169,2024-11-11 11:15:30
c,203,2024-11-11 11:15:31
c,222,2024-11-11 11:15:32
b,9,2024-11-11 11:15:33
b,9,2024-11-11 11:15:34
c,252,2024-11-11 11:15:35
c,109,2024-11-11 11:15:36
c,104,2024-11-11 11:15:37
c,125,2024-11-11 11:15:38
b,1,2024-11-11 11:15:39
c,155,2024-11-11 11:15:40
c,279,2024-11-11 11:15:41
c,233,2024-11-11 11:15:42
c,114,2024-11-11 11:15:43
c,283,2024-11-11 11:15:44
c,137,2024-11-11 11:15:45
b,6,2024-11-11 11:15:46
c,118,2024-11-11 11:15:47
b,2,2024-11-11 11:15:48
a,15,2024-11-11 11:15:49
b,10,2024-11-11 11:15:50
a,79,2024-11-11 11:15:51
c,271,2024-11-11 11:15:52
c,154,2024-11-11 11:15:53
c,122,2024-11-11 11:15:54
c,251,2024-11-11 11:15:55
c,110,2024-11-11 11:15:56
c,155,2024-11-11 11:15:57
c,113,2024-11-11 11:15:58
c,184,2024-11-11 11:15:59
c,165,2024-11-11 11:16:00
a,47,2024-11-11 11:16:01
c,158,2024-11-11 11:16:02
c,221,2024-11-11 11:16:03
c,185,2024-11-11 11:16:04
a,91,2024-11-11 11:16:05
c,160,2024-11-11 11:16:06
c,237,2024-11-11 11:16:07
a,86,2024-11-11 11:16:08
c,297,2024-11-11 11:16:09
c,265,2024-11-11 11:16:10
c,206,2024-11-11 11:16:11
c,262,2024-11-11 11:16:12
c,143,2024-11-11 11:16:13
c,298,2024-11-11 11:16:14
c,286,2024-11-11 11:16:15
c,179,2024-11-11 11:16:16
c,186,2024-11-11 11:16:17
c,111,2024-11-11 11:16:18
c,286,2024-11-11 11:16:19
c,106,2024-11-11 11:16:20
c,200,2024-11-11 11:16:21
b,7,2024-11-11 11:16:22
c,131,2024-11-11 11:16:23
c,280,2024-11-11 11:16:24
b,9,2024-11-11 11:16:25
c,295,2024-11-11 11:16:26
b,6,2024-11-11 11:16:27
c,228,2024-11-11 11:16:28
c,163,2024-11-11 11:16:29
c,292,2024-11-11 11:16:30
c,271,2024-11-11 11:16:31
b,2,2024-11-11 11:16:32
a,101,2024-11-11 11:16:33
c,295,2024-11-11 11:16:34
c,296,2024-11-11 11:16:35
a,84,2024-11-11 11:16:36
c,255,2024-11-11 11:16:37
a,37,2024-11-11 11:16:38
c,294,2024-11-11 11:16:39
c,189,2024-11-11 11:16:40
c,195,2024-11-11 11:16:41
c,102,2024-11-11 11:16:42
c,192,2024-11-11 11:16:43
c,174,2024-11-11 11:16:44
c,256,2024-11-11 11:16:45
c,254,2024-11-11 11:16:46
c,143,2024-11-11 11:16:47
c,204,2024-11-11 11:16:48
c,202,2024-11-11 11:16:49
c,112,2024-11-11 11:16:50
c,100,2024-11-11 11:16:51
a,16,2024-11-11 11:16:52
c,298,2024-11-11 11:16:53
c,196,2024-11-11 11:16:54
c,116,2024-11-11 11:16:55
c,170,2024-11-11 11:16:56
c,159,2024-11-11 11:16:57
c,295,2024-11-11 11:16:58
c,250,2024-11-11 11:16:59
c,193,2024-11-11 11:17:00
c,252,2024-11-11 11:17:01
c,181,2024-11-11 11:17:02
c,138,2024-11-11 11:17:03
a,54,2024-11-11 11:17:04
c,272,2024-11-11 11:17:05
c,127,2024-11-11 11:17:06
c,293,2024-11-11 11:17:07
c,121,2024-11-11 11:17:08
c,286,2024-11-11 11:17:09
c,277,2024-11-11 11:17:10
c,124,2024-11-11 11:17:11
b,2,2024-11-11 11:17:12
c,252,2024-11-11 11:17:13
c,293,2024-11-11 11:17:14
b,1,2024-11-11 11:17:15
c,147,2024-11-11 11:17:16
c,259,2024-11-11 11:17:17
c,121,2024-11-11 11:17:18
c,251,2024-11-11 11:17:19
c,184,2024-11-11 11:17:20
c,195,2024-11-11 11:17:21
c,220,2024-11-11 11:17:22
c,104,2024-11-11 11:17:23
c,240,2024-11-11 11:17:24
c,297,2024-11-11 11:17:25
c,201,2024-11-11 11:17:26
a,143,2024-11-11 11:17:27
c,251,2024-11-11 11:17:28
c,248,2024-11-11 11:17:29
c,284,2024-11-11 11:17:30
c,118,2024-11-11 11:17:31
c,120,2024-11-11 11:17:32
c,193,2024-11-11 11:17:33
c,291,2024-11-11 11:17:34
a,18,2024-11-11 11:17:35
c,107,2024-11-11 11:17:36
b,3,2024-11-11 11:17:37
c,296,2024-11-11 11:17:38
c,257,2024-11-11 11:17:39
c,249,2024-11-11 11:17:40
c,119,2024-11-11 11:17:41
c,124,2024-11-11 11:17:42
c,155,2024-11-11 11:17:43
a,46,2024-11-11 11:17:44
c,224,2024-11-11 11:17:45
c,192,2024-11-11 11:17:46
c,167,2024-11-11 11:17:47
c,157,2024-11-11 11:17:48
c,102,2024-11-11 11:17:49
c,123,2024-11-11 11:17:50
c,156,2024-11-11 11:17:51
c,162,2024-11-11 11:17:52
c,159,2024-11-11 11:17:53
a,30,2024-11-11 11:17:54
c,121,2024-11-11 11:17:55
c,120,2024-11-11 11:17:56
c,106,2024-11-11 11:17:57
c,228,2024-11-11 11:17:58
c,275,2024-11-11 11:17:59
c,213,2024-11-11 11:18:00
c,272,2024-11-11 11:18:01
c,222,2024-11-11 11:18:02
b,3,2024-11-11 11:18:03
b,8,2024-11-11 11:18:04
a,24,2024-11-11 11:18:05
c,282,2024-11-11 11:18:06
c,165,2024-11-11 11:18:07
c,121,2024-11-11 11:18:08
c,256,2024-11-11 11:18:09
a,138,2024-11-11 11:18:10
c,271,2024-11-11 11:18:11
b,3,2024-11-11 11:18:12
c,198,2024-11-11 11:18:13
c,252,2024-11-11 11:18:14
c,107,2024-11-11 11:18:15
c,168,2024-11-11 11:18:16
c,267,2024-11-11 11:18:17
c,158,2024-11-11 11:18:18
c,142,2024-11-11 11:18:19
c,238,2024-11-11 11:18:20
b,5,2024-11-11 11:18:21
c,295,2024-11-11 11:18:22
b,9,2024-11-11 11:18:23
b,5,2024-11-11 11:18:24
c,215,2024-11-11 11:18:25
c,157,2024-11-11 11:18:26
c,192,2024-11-11 11:18:27
a,13,2024-11-11 11:18:28
c,134,2024-11-11 11:18:29
c,135,2024-11-11 11:18:30
c,224,2024-11-11 11:18:31
c,255,2024-11-11 11:18:32
b,6,2024-11-11 11:18:33
c,239,2024-11-11 11:18:34
c,152,2024-11-11 11:18:35
c,164,2024-11-11 11:18:36
c,129,2024-11-11 11:18:37
a,89,2024-11-11 11:18:38
c,296,2024-11-11 11:18:39
c,179,2024-11-11 11:18:40
c,246,2024-11-11 11:18:41
c,189,2024-11-11 11:18:42
c,236,2024-11-11 11:18:43
c,263,2024-11-11 11:18:44
c,128,2024-11-11 11:18:45
c,287,2024-11-11 11:18:46
c,217,2024-11-11 11:18:47
c,262,2024-11-11 11:18:48
c,290,2024-11-11 11:18:49
c,180,2024-11-11 11:18:50
c,167,2024-11-11 11:18:51
c,189,2024-11-11 11:18:52
c,196,2024-11-11 11:18:53
c,253,2024-11-11 11:18:54
c,280,2024-11-11 11:18:55
c,263,2024-11-11 11:18:56
c,158,2024-11-11 11:18:57
c,293,2024-11-11 11:18:58
a,5,2024-11-11 11:18:59
c,144,2024-11-11 11:19:00
b,1,2024-11-11 11:19:01
c,298,2024-11-11 11:19:02
c,246,2024-11-11 11:19:03
b,4,2024-11-11 11:19:04
c,247,2024-11-11 11:19:05
c,205,2024-11-11 11:19:06
c,267,2024-11-11 11:19:07
c,181,2024-11-11 11:19:08
c,188,2024-11-11 11:19:09
c,291,2024-11-11 11:19:10
c,286,2024-11-11 11:19:11
c,145,2024-11-11 11:19:12
c,226,2024-11-11 11:19:13
c,180,2024-11-11 11:19:14
c,268,2024-11-11 11:19:15
c,293,2024-11-11 11:19:16
c,238,2024-11-11 11:19:17
c,155,2024-11-11 11:19:18
c,241,2024-11-11 11:19:19
c,160,2024-11-11 11:19:20
c,154,2024-11-11 11:19:21
c,264,2024-11-11 11:19:22
b,10,2024-11-11 11:19:23
c,107,2024-11-11 11:19:24
c,150,2024-11-11 11:19:25
c,127,2024-11-11 11:19:26
b,4,2024-11-11 11:19:27
c,298,2024-11-11 11:19:28
c,115,2024-11-11 11:19:29
c,102,2024-11-11 11:19:30
c,262,2024-11-11 11:19:31
c,194,2024-11-11 11:19:32
c,289,2024-11-11 11:19:33
c,203,2024-11-11 11:19:34
a,39,2024-11-11 11:19:35
c,191,2024-11-11 11:19:36
b,6,2024-11-11 11:19:37
c,100,2024-11-11 11:19:38
c,269,2024-11-11 11:19:39
c,299,2024-11-11 11:19:40
c,205,2024-11-11 11:19:41
c,242,2024-11-11 11:19:42
c,144,2024-11-11 11:19:43
c,297,2024-11-11 11:19:44
c,119,2024-11-11 11:19:45
b,9,2024-11-11 11:19:46
c,267,2024-11-11 11:19:47
b,10,2024-11-11 11:19:48
c,141,2024-11-11 11:19:49
c,134,2024-11-11 11:19:50
c,102,2024-11-11 11:19:51
c,184,2024-11-11 11:19:52
c,287,2024-11-11 11:19:53
c,287,2024-11-11 11:19:54
c,288,2024-11-11 11:19:55
c,299,2024-11-11 11:19:56
c,250,2024-11-11 11:19:57
b,3,2024-11-11 11:19:58
c,287,2024-11-11 11:19:59
c,182,2024-11-11 11:20:00
c,209,2024-11-11 11:20:01
c,254,2024-11-11 11:20:02
c,214,2024-11-11 11:20:03
c,106,2024-11-11 11:20:04
c,260,2024-11-11 11:20:05
b,2,2024-11-11 11:20:06
c,291,2024-11-11 11:20:07
c,239,2024-11-11 11:20:08
a,44,2024-11-11 11:20:09
a,119,2024-11-11 11:20:10
c,252,2024-11-11 11:20:11
c,234,2024-11-11 11:20:12
c,103,2024-11-11 11:20:13
c,218,2024-11-11 11:20:14
a,43,2024-11-11 11:20:15
c,208,2024-11-11 11:20:16
c,240,2024-11-11 11:20:17
b,1,2024-11-11 11:20:18
c,239,2024-11-11 11:20:19
a,118,2024-11-11 11:20:20
c,272,2024-11-11 11:20:21
c,106,2024-11-11 11:20:22
a,56,2024-11-11 11:20:23
c,194,2024-11-11 11:20:24
c,154,2024-11-11 11:20:25
c,155,2024-11-11 11:20:26
c,102,2024-11-11 11:20:27
b,3,2024-11-11 11:20:28
c,158,2024-11-11 11:20:29
c,156,2024-11-11 11:20:30
c,180,2024-11-11 11:20:31
a,9,2024-11-11 11:20:32
c,180,2024-11-11 11:20:33
c,129,2024-11-11 11:20:34
c,189,2024-11-11 11:20:35
c,259,2024-11-11 11:20:36
c,252,2024-11-11 11:20:37
a,25,2024-11-11 11:20:38
c,107,2024-11-11 11:20:39
c,185,2024-11-11 11:20:40
c,276,2024-11-11 11:20:41
a,59,2024-11-11 11:20:42
c,205,2024-11-11 11:20:43
a,98,2024-11-11 11:20:44
c,160,2024-11-11 11:20:45
c,193,2024-11-11 11:20:46
c,279,2024-11-11 11:20:47
c,105,2024-11-11 11:20:48
c,219,2024-11-11 11:20:49
c,100,2024-11-11 11:20:50
c,273,2024-11-11 11:20:51
c,120,2024-11-11 11:20:52
c,178,2024-11-11 11:20:53
c,209,2024-11-11 11:20:54
c,263,2024-11-11 11:20:55
c,270,2024-11-11 11:20:56
c,210,2024-11-11 11:20:57
c,153,2024-11-11 11:20:58
c,209,2024-11-11 11:20:59
c,160,2024-11-11 11:21:00
c,182,2024-11-11 11:21:01
c,281,2024-11-11 11:21:02
c,120,2024-11-11 11:21:03
c,138,2024-11-11 11:21:04
c,268,2024-11-11 11:21:05
b,6,2024-11-11 11:21:06
c,169,2024-11-11 11:21:07
c,226,2024-11-11 11:21:08
b,8,2024-11-11 11:21:09
c,208,2024-11-11 11:21:10
b,7,2024-11-11 11:21:11
c,243,2024-11-11 11:21:12
c,109,2024-11-11 11:21:13
c,212,2024-11-11 11:21:14
c,138,2024-11-11 11:21:15
c,245,2024-11-11 11:21:16
c,121,2024-11-11 11:21:17
c,121,2024-11-11 11:21:18
c,116,2024-11-11 11:21:19
a,128,2024-11-11 11:21:20
c,130,2024-11-11 11:21:21
c,152,2024-11-11 11:21:22
c,269,2024-11-11 11:21:23
c,270,2024-11-11 11:21:24
a,4,2024-11-11 11:21:25
c,179,2024-11-11 11:21:26
c,186,2024-11-11 11:21:27
a,133,2024-11-11 11:21:28
c,215,2024-11-11 11:21:29
c,250,2024-11-11 11:21:30
c,105,2024-11-11 11:21:31
c,276,2024-11-11 11:21:32
c,210,2024-11-11 11:21:33
b,5,2024-11-11 11:21:34
c,164,2024-11-11 11:21:35
c,204,2024-11-11 11:21:36
c,226,2024-11-11 11:21:37
c,167,2024-11-11 11:21:38
c,215,2024-11-11 11:21:39
c,127,2024-11-11 11:21:40
c,207,2024-11-11 11:21:41
c,150,2024-11-11 11:21:42
c,203,2024-11-11 11:21:43
a,23,2024-11-11 11:21:44
c,144,2024-11-11 11:21:45
a,85,2024-11-11 11:21:46
c,164,2024-11-11 11:21:47
c,226,2024-11-11 11:21:48
a,146,2024-11-11 11:21:49
c,170,2024-11-11 11:21:50
c,157,2024-11-11 11:21:51
c,240,2024-11-11 11:21:52
c,141,2024-11-11 11:21:53
c,164,2024-11-11 11:21:54
c,108,2024-11-11 11:21:55
c,275,2024-11-11 11:21:56
c,177,2024-11-11 11:21:57
c,115,2024-11-11 11:21:58
c,204,2024-11-11 11:21:59
c,277,2024-11-11 11:22:00
c,229,2024-11-11 11:22:01
c,243,2024-11-11 11:22:02
c,147,2024-11-11 11:22:03
b,10,2024-11-11 11:22:04
c,182,2024-11-11 11:22:05
c,249,2024-11-11 11:22:06
c,110,2024-11-11 11:22:07
c,109,2024-11-11 11:22:08
c,103,2024-11-11 11:22:09
c,242,2024-11-11 11:22:10
c,186,2024-11-11 11:22:11
c,172,2024-11-11 11:22:12
c,277,2024-11-11 11:22:13
c,217,2024-11-11 11:22:14
a,140,2024-11-11 11:22:15
c,117,2024-11-11 11:22:16
c,162,2024-11-11 11:22:17
c,215,2024-11-11 11:22:18
c,168,2024-11-11 11:22:19
c,119,2024-11-11 11:22:20
c,172,2024-11-11 11:22:21
c,298,2024-11-11 11:22:22
c,255,2024-11-11 11:22:23
a,37,2024-11-11 11:22:24
c,183,2024-11-11 11:22:25
c,208,2024-11-11 11:22:26
c,118,2024-11-11 11:22:27
c,135,2024-11-11 11:22:28
c,266,2024-11-11 11:22:29
c,136,2024-11-11 11:22:30
b,5,2024-11-11 11:22:31
c,197,2024-11-11 11:22:32
b,4,2024-11-11 11:22:33
c,107,2024-11-11 11:22:34
c,245,2024-11-11 11:22:35
c,133,2024-11-11 11:22:36
c,229,2024-11-11 11:22:37
c,234,2024-11-11 11:22:38
c,202,2024-11-11 11:22:39
c,153,2024-11-11 11:22:40
a,81,2024-11-11 11:22:41
c,298,2024-11-11 11:22:42
a,17,2024-11-11 11:22:43
a,78,2024-11-11 11:22:44
c,247,2024-11-11 11:22:45
c,214,2024-11-11 11:22:46
c,199,2024-11-11 11:22:47
b,2,2024-11-11 11:22:48
c,269,2024-11-11 11:22:49
c,164,2024-11-11 11:22:50
c,285,2024-11-11 11:22:51
c,144,2024-11-11 11:22:52
c,140,2024-11-11 11:22:53
c,167,2024-11-11 11:22:54
c,113,2024-11-11 11:22:55
c,189,2024-11-11 11:22:56
b,10,2024-11-11 11:22:57
a,111,2024-11-11 11:22:58
c,280,2024-11-11 11:22:59
c,234,2024-11-11 11:23:00
c,118,2024-11-11 11:23:01
c,283,2024-11-11 11:23:02
c,167,2024-11-11 11:23:03
c,261,2024-11-11 11:23:04
b,2,2024-11-11 11:23:05
c,274,2024-11-11 11:23:06
c,139,2024-11-11 11:23:07
c,265,2024-11-11 11:23:08
a,136,2024-11-11 11:23:09
c,276,2024-11-11 11:23:10
c,176,2024-11-11 11:23:11
c,138,2024-11-11 11:23:12
c,275,2024-11-11 11:23:13
c,239,2024-11-11 11:23:14
c,213,2024-11-11 11:23:15
c,149,2024-11-11 11:23:16
c,114,2024-11-11 11:23:17
c,266,2024-11-11 11:23:18
c,139,2024-11-11 11:23:19
a,30,2024-11-11 11:23:20
c,153,2024-11-11 11:23:21
c,162,2024-11-11 11:23:22
c,159,2024-11-11 11:23:23
c,105,2024-11-11 11:23:24
c,196,2024-11-11 11:23:25
a,84,2024-11-11 11:23:26
c,156,2024-11-11 11:23:27
c,194,2024-11-11 11:23:28
c,132,2024-11-11 11:23:29
a,126,2024-11-11 11:23:30
c,211,2024-11-11 11:23:31
c,280,2024-11-11 11:23:32
c,146,2024-11-11 11:23:33
c,153,2024-11-11 11:23:34
b,3,2024-11-11 11:23:35
c,280,2024-11-11 11:23:36
c,181,2024-11-11 11:23:37
c,156,2024-11-11 11:23:38
c,275,2024-11-11 11:23:39
a,43,2024-11-11 11:23:40
c,206,2024-11-11 11:23:41
c,132,2024-11-11 11:23:42
c,300,2024-11-11 11:23:43
b,1,2024-11-11 11:23:44
c,256,2024-11-11 11:23:45
c,256,2024-11-11 11:23:46
c,211,2024-11-11 11:23:47
c,168,2024-11-11 11:23:48
c,176,2024-11-11 11:23:49
c,142,2024-11-11 11:23:50
c,105,2024-11-11 11:23:51
c,295,2024-11-11 11:23:52
c,189,2024-11-11 11:23:53
c,268,2024-11-11 11:23:54
c,277,2024-11-11 11:23:55
c,220,2024-11-11 11:23:56
a,77,2024-11-11 11:23:57
c,178,2024-11-11 11:23:58
c,220,2024-11-11 11:23:59
a,80,2024-11-11 11:24:00
c,221,2024-11-11 11:24:01
c,220,2024-11-11 11:24:02
c,298,2024-11-11 11:24:03
c,202,2024-11-11 11:24:04
c,161,2024-11-11 11:24:05
c,280,2024-11-11 11:24:06
c,175,2024-11-11 11:24:07
c,137,2024-11-11 11:24:08
c,203,2024-11-11 11:24:09
a,148,2024-11-11 11:24:10
c,211,2024-11-11 11:24:11
c,230,2024-11-11 11:24:12
c,222,2024-11-11 11:24:13
c,168,2024-11-11 11:24:14
c,162,2024-11-11 11:24:15
c,285,2024-11-11 11:24:16
a,99,2024-11-11 11:24:17
c,258,2024-11-11 11:24:18
a,67,2024-11-11 11:24:19
c,108,2024-11-11 11:24:20
a,134,2024-11-11 11:24:21
c,243,2024-11-11 11:24:22
c,106,2024-11-11 11:24:23
c,255,2024-11-11 11:24:24
c,192,2024-11-11 11:24:25
c,187,2024-11-11 11:24:26
b,3,2024-11-11 11:24:27
c,251,2024-11-11 11:24:28
c,204,2024-11-11 11:24:29
c,105,2024-11-11 11:24:30
c,251,2024-11-11 11:24:31
c,267,2024-11-11 11:24:32
c,209,2024-11-11 11:24:33
c,281,2024-11-11 11:24:34
c,207,2024-11-11 11:24:35
a,38,2024-11-11 11:24:36
c,222,2024-11-11 11:24:37
c,202,2024-11-11 11:24:38
c,202,2024-11-11 11:24:39
c,194,2024-11-11 11:24:40
c,268,2024-11-11 11:24:41
c,151,2024-11-11 11:24:42
c,287,2024-11-11 11:24:43
b,7,2024-11-11 11:24:44
c,231,2024-11-11 11:24:45
c,169,2024-11-11 11:24:46
c,176,2024-11-11 11:24:47
a,85,2024-11-11 11:24:48
c,135,2024-11-11 11:24:49
c,295,2024-11-11 11:24:50
c,258,2024-11-11 11:24:51
c,199,2024-11-11 11:24:52
